chapter	section	category_code	category_name_cn	subcategory_code	subcategory_name_cn	diagnosis_code	diagnosis_name_cn	chapter_code	parent_code	is_subtype	subtype_number	code_level	diagnosis_name_en	category_name_en	subcategory_name_en	english_mapping_confidence	who_icd_code	who_name_en	structural_name_en	semantic_name_en	english_mapping_type	semantic_source
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K04	牙髓和根尖周组织疾病	K04.9	牙髓和根尖周组织其他和未特指的疾病	K04.900	牙髓和根尖周组织其他和未特指的疾病	K04	K04.9	FALSE		diagnosis	Other and unspecified diseases of pulp and periapical tissues	Diseases of pulp and periapical tissues	Other and unspecified diseases of pulp and periapical tissues	HIGH	K04.9	Other and unspecified diseases of pulp and periapical tissues	Other and unspecified diseases of pulp and periapical tissues	Other and unspecified diseases of pulp and periapical tissues	WHO_EXACT	WHO_ICD10
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K04	牙髓和根尖周组织疾病	K04.9	牙髓和根尖周组织其他和未特指的疾病	K04.901	牙髓和根尖周组织疾病	K04	K04.9	FALSE		diagnosis	Other and unspecified diseases of pulp and periapical tissues	Diseases of pulp and periapical tissues	Other and unspecified diseases of pulp and periapical tissues	MEDIUM	K04.9	Other and unspecified diseases of pulp and periapical tissues	Other and unspecified diseases of pulp and periapical tissues	Other and unspecified diseases of pulp and periapical tissues	WHO_PARENT_INHERITED	WHO_ICD10
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K04	牙髓和根尖周组织疾病	K04.9	牙髓和根尖周组织其他和未特指的疾病	K04.902	牙周牙髓综合征	K04	K04.9	FALSE		diagnosis	Other and unspecified diseases of pulp and periapical tissues	Diseases of pulp and periapical tissues	Other and unspecified diseases of pulp and periapical tissues	MEDIUM	K04.9	Other and unspecified diseases of pulp and periapical tissues	Other and unspecified diseases of pulp and periapical tissues	Periodontal-endodontic lesion	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K05	龈炎和牙周疾病	K05.0	急性龈炎	K05.000	急性龈炎	K05	K05.0	FALSE		diagnosis	Acute gingivitis	Gingivitis and periodontal diseases	Acute gingivitis	HIGH	K05.0	Acute gingivitis	Acute gingivitis	Acute gingivitis	WHO_EXACT	WHO_ICD10
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K05	龈炎和牙周疾病	K05.0	急性龈炎	K05.000x002	急性龈乳头炎	K05	K05.000	TRUE	002	subtype	Acute gingivitis	Gingivitis and periodontal diseases	Acute gingivitis	LOW	K05.0	Acute gingivitis	Acute gingivitis	Acute gingival papillitis	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K05	龈炎和牙周疾病	K05.1	慢性龈炎	K05.100	慢性龈炎	K05	K05.1	FALSE		diagnosis	Chronic gingivitis	Gingivitis and periodontal diseases	Chronic gingivitis	HIGH	K05.1	Chronic gingivitis	Chronic gingivitis	Chronic gingivitis	WHO_EXACT	WHO_ICD10
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K05	龈炎和牙周疾病	K05.1	慢性龈炎	K05.100x005	龈炎	K05	K05.100	TRUE	005	subtype	Chronic gingivitis	Gingivitis and periodontal diseases	Chronic gingivitis	LOW	K05.1	Chronic gingivitis	Chronic gingivitis	Gingivitis	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K05	龈炎和牙周疾病	K05.1	慢性龈炎	K05.100x008	青春期龈炎	K05	K05.100	TRUE	008	subtype	Chronic gingivitis	Gingivitis and periodontal diseases	Chronic gingivitis	LOW	K05.1	Chronic gingivitis	Chronic gingivitis	Puberty gingivitis	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K05	龈炎和牙周疾病	K05.1	慢性龈炎	K05.100x010	龈乳头炎	K05	K05.100	TRUE	010	subtype	Chronic gingivitis	Gingivitis and periodontal diseases	Chronic gingivitis	LOW	K05.1	Chronic gingivitis	Chronic gingivitis	Gingival papillitis	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K05	龈炎和牙周疾病	K05.1	慢性龈炎	K05.100x011	菌斑性龈炎	K05	K05.100	TRUE	011	subtype	Chronic gingivitis	Gingivitis and periodontal diseases	Chronic gingivitis	LOW	K05.1	Chronic gingivitis	Chronic gingivitis	Plaque-induced gingivitis	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K05	龈炎和牙周疾病	K05.1	慢性龈炎	K05.100x012	萌出性龈炎	K05	K05.100	TRUE	012	subtype	Chronic gingivitis	Gingivitis and periodontal diseases	Chronic gingivitis	LOW	K05.1	Chronic gingivitis	Chronic gingivitis	Eruption gingivitis	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K05	龈炎和牙周疾病	K05.1	慢性龈炎	K05.100x013	浆细胞龈炎	K05	K05.100	TRUE	013	subtype	Chronic gingivitis	Gingivitis and periodontal diseases	Chronic gingivitis	LOW	K05.1	Chronic gingivitis	Chronic gingivitis	Plasma cell gingivitis	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K05	龈炎和牙周疾病	K05.1	慢性龈炎	K05.101	化脓性牙龈炎	K05	K05.1	FALSE		diagnosis	Chronic gingivitis	Gingivitis and periodontal diseases	Chronic gingivitis	MEDIUM	K05.1	Chronic gingivitis	Chronic gingivitis	Suppurative gingivitis	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K05	龈炎和牙周疾病	K05.1	慢性龈炎	K05.102	增生性牙龈炎	K05	K05.1	FALSE		diagnosis	Chronic gingivitis	Gingivitis and periodontal diseases	Chronic gingivitis	MEDIUM	K05.1	Chronic gingivitis	Chronic gingivitis	Hyperplastic gingivitis	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K05	龈炎和牙周疾病	K05.1	慢性龈炎	K05.103	溃疡性龈炎	K05	K05.1	FALSE		diagnosis	Chronic gingivitis	Gingivitis and periodontal diseases	Chronic gingivitis	MEDIUM	K05.1	Chronic gingivitis	Chronic gingivitis	Ulcerative gingivitis	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K05	龈炎和牙周疾病	K05.1	慢性龈炎	K05.104	边缘性龈炎	K05	K05.1	FALSE		diagnosis	Chronic gingivitis	Gingivitis and periodontal diseases	Chronic gingivitis	MEDIUM	K05.1	Chronic gingivitis	Chronic gingivitis	Marginal gingivitis	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K05	龈炎和牙周疾病	K05.1	慢性龈炎	K05.105	肥大性龈炎	K05	K05.1	FALSE		diagnosis	Chronic gingivitis	Gingivitis and periodontal diseases	Chronic gingivitis	MEDIUM	K05.1	Chronic gingivitis	Chronic gingivitis	Hypertrophic gingivitis	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K05	龈炎和牙周疾病	K05.1	慢性龈炎	K05.106	脱屑性龈炎	K05	K05.1	FALSE		diagnosis	Chronic gingivitis	Gingivitis and periodontal diseases	Chronic gingivitis	MEDIUM	K05.1	Chronic gingivitis	Chronic gingivitis	Desquamative gingivitis	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K05	龈炎和牙周疾病	K05.2	急性牙周炎	K05.200	急性牙周炎	K05	K05.2	FALSE		diagnosis	Acute periodontitis	Gingivitis and periodontal diseases	Acute periodontitis	HIGH	K05.2	Acute periodontitis	Acute periodontitis	Acute periodontitis	WHO_EXACT	WHO_ICD10
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K05	龈炎和牙周疾病	K05.2	急性牙周炎	K05.200x002	急性多发性龈脓肿	K05	K05.200	TRUE	002	subtype	Acute periodontitis	Gingivitis and periodontal diseases	Acute periodontitis	LOW	K05.2	Acute periodontitis	Acute periodontitis	Acute multiple gingival abscesses	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K05	龈炎和牙周疾病	K05.2	急性牙周炎	K05.201	牙周脓肿	K05	K05.2	FALSE		diagnosis	Acute periodontitis	Gingivitis and periodontal diseases	Acute periodontitis	MEDIUM	K05.2	Acute periodontitis	Acute periodontitis	Periodontal abscess	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K05	龈炎和牙周疾病	K05.2	急性牙周炎	K05.202	牙冠周脓肿	K05	K05.2	FALSE		diagnosis	Acute periodontitis	Gingivitis and periodontal diseases	Acute periodontitis	MEDIUM	K05.2	Acute periodontitis	Acute periodontitis	Pericoronal abscess	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K05	龈炎和牙周疾病	K05.2	急性牙周炎	K05.203	牙龈脓肿	K05	K05.2	FALSE		diagnosis	Acute periodontitis	Gingivitis and periodontal diseases	Acute periodontitis	MEDIUM	K05.2	Acute periodontitis	Acute periodontitis	Gingival abscess	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K05	龈炎和牙周疾病	K05.2	急性牙周炎	K05.204	急性冠周炎	K05	K05.2	FALSE		diagnosis	Acute periodontitis	Gingivitis and periodontal diseases	Acute periodontitis	MEDIUM	K05.2	Acute periodontitis	Acute periodontitis	Acute pericoronitis	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K05	龈炎和牙周疾病	K05.3	慢性牙周炎	K05.300	慢性牙周炎	K05	K05.3	FALSE		diagnosis	Chronic periodontitis	Gingivitis and periodontal diseases	Chronic periodontitis	HIGH	K05.3	Chronic periodontitis	Chronic periodontitis	Chronic periodontitis	WHO_EXACT	WHO_ICD10
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K05	龈炎和牙周疾病	K05.3	慢性牙周炎	K05.300x002	复合性牙周炎	K05	K05.300	TRUE	002	subtype	Chronic periodontitis	Gingivitis and periodontal diseases	Chronic periodontitis	LOW	K05.3	Chronic periodontitis	Chronic periodontitis	Combined periodontitis	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K05	龈炎和牙周疾病	K05.3	慢性牙周炎	K05.301	单纯性牙周炎	K05	K05.3	FALSE		diagnosis	Chronic periodontitis	Gingivitis and periodontal diseases	Chronic periodontitis	MEDIUM	K05.3	Chronic periodontitis	Chronic periodontitis	Simple periodontitis	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K05	龈炎和牙周疾病	K05.4	牙周变性	K05.400	牙周变性	K05	K05.4	FALSE		diagnosis	Periodontosis	Gingivitis and periodontal diseases	Periodontosis	HIGH	K05.4	Periodontosis	Periodontosis	Periodontosis	WHO_EXACT	WHO_ICD10
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K05	龈炎和牙周疾病	K05.4	牙周变性	K05.400x002	幼年牙周变性	K05	K05.400	TRUE	002	subtype	Periodontosis	Gingivitis and periodontal diseases	Periodontosis	LOW	K05.4	Periodontosis	Periodontosis	Juvenile periodontosis	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K05	龈炎和牙周疾病	K05.5	其他的牙周疾病	K05.500	牙周疾病，其他的	K05	K05.5	FALSE		diagnosis	Other periodontal diseases	Gingivitis and periodontal diseases	Other periodontal diseases	HIGH	K05.5	Other periodontal diseases	Other periodontal diseases	Other periodontal diseases	WHO_EXACT	WHO_ICD10
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K05	龈炎和牙周疾病	K05.5	其他的牙周疾病	K05.500x001	咬合创伤	K05	K05.500	TRUE	001	subtype	Other periodontal diseases	Gingivitis and periodontal diseases	Other periodontal diseases	LOW	K05.5	Other periodontal diseases	Other periodontal diseases	Occlusal trauma	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K05	龈炎和牙周疾病	K05.5	其他的牙周疾病	K05.500x002	侵袭性牙周炎	K05	K05.500	TRUE	002	subtype	Other periodontal diseases	Gingivitis and periodontal diseases	Other periodontal diseases	LOW	K05.5	Other periodontal diseases	Other periodontal diseases	Aggressive periodontitis	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K05	龈炎和牙周疾病	K05.5	其他的牙周疾病	K05.500x003	根分歧病变	K05	K05.500	TRUE	003	subtype	Other periodontal diseases	Gingivitis and periodontal diseases	Other periodontal diseases	LOW	K05.5	Other periodontal diseases	Other periodontal diseases	Furcation involvement	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K05	龈炎和牙周疾病	K05.5	其他的牙周疾病	K05.500x005	种植体周围炎	K05	K05.500	TRUE	005	subtype	Other periodontal diseases	Gingivitis and periodontal diseases	Other periodontal diseases	LOW	K05.5	Other periodontal diseases	Other periodontal diseases	Peri-implantitis	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K05	龈炎和牙周疾病	K05.6	未特指的牙周病	K05.600	牙周病	K05	K05.6	FALSE		diagnosis	Periodontal disease, unspecified	Gingivitis and periodontal diseases	Periodontal disease, unspecified	HIGH	K05.6	Periodontal disease, unspecified	Periodontal disease, unspecified	Periodontal disease, unspecified	WHO_EXACT	WHO_ICD10
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K06	牙龈和无牙牙槽嵴的其他疾患	K06.0	牙龈退缩	K06.000	牙龈退缩	K06	K06.0	FALSE		diagnosis	Gingival recession	Other disorders of gingiva and edentulous alveolar ridge	Gingival recession	HIGH	K06.0	Gingival recession	Gingival recession	Gingival recession	WHO_EXACT	WHO_ICD10
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K06	牙龈和无牙牙槽嵴的其他疾患	K06.0	牙龈退缩	K06.000x002	局部性牙龈退缩	K06	K06.000	TRUE	002	subtype	Gingival recession	Other disorders of gingiva and edentulous alveolar ridge	Gingival recession	LOW	K06.0	Gingival recession	Gingival recession	Localized gingival recession	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K06	牙龈和无牙牙槽嵴的其他疾患	K06.0	牙龈退缩	K06.000x003	感染后牙龈退缩	K06	K06.000	TRUE	003	subtype	Gingival recession	Other disorders of gingiva and edentulous alveolar ridge	Gingival recession	LOW	K06.0	Gingival recession	Gingival recession	Postinfective gingival recession	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K06	牙龈和无牙牙槽嵴的其他疾患	K06.0	牙龈退缩	K06.000x004	手术后牙龈退缩	K06	K06.000	TRUE	004	subtype	Gingival recession	Other disorders of gingiva and edentulous alveolar ridge	Gingival recession	LOW	K06.0	Gingival recession	Gingival recession	Postsurgical gingival recession	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K06	牙龈和无牙牙槽嵴的其他疾患	K06.1	牙龈增厚	K06.100	牙龈增厚	K06	K06.1	FALSE		diagnosis	Gingival enlargement	Other disorders of gingiva and edentulous alveolar ridge	Gingival enlargement	HIGH	K06.1	Gingival enlargement	Gingival enlargement	Gingival enlargement	WHO_EXACT	WHO_ICD10
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K06	牙龈和无牙牙槽嵴的其他疾患	K06.1	牙龈增厚	K06.100x001	牙龈增生	K06	K06.100	TRUE	001	subtype	Gingival enlargement	Other disorders of gingiva and edentulous alveolar ridge	Gingival enlargement	LOW	K06.1	Gingival enlargement	Gingival enlargement	Gingival hyperplasia	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K06	牙龈和无牙牙槽嵴的其他疾患	K06.1	牙龈增厚	K06.100x002	药物性牙龈增生	K06	K06.100	TRUE	002	subtype	Gingival enlargement	Other disorders of gingiva and edentulous alveolar ridge	Gingival enlargement	LOW	K06.1	Gingival enlargement	Gingival enlargement	Drug-induced gingival hyperplasia	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K06	牙龈和无牙牙槽嵴的其他疾患	K06.1	牙龈增厚	K06.100x003	遗传性龈纤维瘤病	K06	K06.100	TRUE	003	subtype	Gingival enlargement	Other disorders of gingiva and edentulous alveolar ridge	Gingival enlargement	LOW	K06.1	Gingival enlargement	Gingival enlargement	Hereditary gingival fibromatosis	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K06	牙龈和无牙牙槽嵴的其他疾患	K06.2	与创伤有关的牙龈和无牙牙槽嵴损害	K06.200	与创伤有关的牙龈和无牙牙槽嵴损害	K06	K06.2	FALSE		diagnosis	Gingival and edentulous alveolar ridge lesions associated with trauma	Other disorders of gingiva and edentulous alveolar ridge	Gingival and edentulous alveolar ridge lesions associated with trauma	HIGH	K06.2	Gingival and edentulous alveolar ridge lesions associated with trauma	Gingival and edentulous alveolar ridge lesions associated with trauma	Gingival and edentulous alveolar ridge lesions associated with trauma	WHO_EXACT	WHO_ICD10
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K06	牙龈和无牙牙槽嵴的其他疾患	K06.8	牙龈和无牙牙槽嵴其他特指的疾患	K06.800	牙龈和无牙牙槽嵴其他特指的疾患	K06	K06.8	FALSE		diagnosis	Other specified disorders of gingiva and edentulous alveolar ridge	Other disorders of gingiva and edentulous alveolar ridge	Other specified disorders of gingiva and edentulous alveolar ridge	HIGH	K06.8	Other specified disorders of gingiva and edentulous alveolar ridge	Other specified disorders of gingiva and edentulous alveolar ridge	Other specified disorders of gingiva and edentulous alveolar ridge	WHO_EXACT	WHO_ICD10
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K06	牙龈和无牙牙槽嵴的其他疾患	K06.8	牙龈和无牙牙槽嵴其他特指的疾患	K06.800x009	牙周巨细胞肉芽肿	K06	K06.800	TRUE	009	subtype	Other specified disorders of gingiva and edentulous alveolar ridge	Other disorders of gingiva and edentulous alveolar ridge	Other specified disorders of gingiva and edentulous alveolar ridge	LOW	K06.8	Other specified disorders of gingiva and edentulous alveolar ridge	Other specified disorders of gingiva and edentulous alveolar ridge	Peripheral giant cell granuloma	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K06	牙龈和无牙牙槽嵴的其他疾患	K06.8	牙龈和无牙牙槽嵴其他特指的疾患	K06.800x012	牙龈黑斑	K06	K06.800	TRUE	012	subtype	Other specified disorders of gingiva and edentulous alveolar ridge	Other disorders of gingiva and edentulous alveolar ridge	Other specified disorders of gingiva and edentulous alveolar ridge	LOW	K06.8	Other specified disorders of gingiva and edentulous alveolar ridge	Other specified disorders of gingiva and edentulous alveolar ridge	Gingival melanotic macule	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K06	牙龈和无牙牙槽嵴的其他疾患	K06.8	牙龈和无牙牙槽嵴其他特指的疾患	K06.800x013	牙龈粘膜色素沉着	K06	K06.800	TRUE	013	subtype	Other specified disorders of gingiva and edentulous alveolar ridge	Other disorders of gingiva and edentulous alveolar ridge	Other specified disorders of gingiva and edentulous alveolar ridge	LOW	K06.8	Other specified disorders of gingiva and edentulous alveolar ridge	Other specified disorders of gingiva and edentulous alveolar ridge	Gingival mucosal pigmentation	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K06	牙龈和无牙牙槽嵴的其他疾患	K06.8	牙龈和无牙牙槽嵴其他特指的疾患	K06.800x014	种植体周围黏膜炎	K06	K06.800	TRUE	014	subtype	Other specified disorders of gingiva and edentulous alveolar ridge	Other disorders of gingiva and edentulous alveolar ridge	Other specified disorders of gingiva and edentulous alveolar ridge	LOW	K06.8	Other specified disorders of gingiva and edentulous alveolar ridge	Other specified disorders of gingiva and edentulous alveolar ridge	Peri-implant mucositis	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K06	牙龈和无牙牙槽嵴的其他疾患	K06.8	牙龈和无牙牙槽嵴其他特指的疾患	K06.800x015	白血病的龈病损	K06	K06.800	TRUE	015	subtype	Other specified disorders of gingiva and edentulous alveolar ridge	Other disorders of gingiva and edentulous alveolar ridge	Other specified disorders of gingiva and edentulous alveolar ridge	LOW	K06.8	Other specified disorders of gingiva and edentulous alveolar ridge	Other specified disorders of gingiva and edentulous alveolar ridge	Leukemic gingival lesion	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K06	牙龈和无牙牙槽嵴的其他疾患	K06.8	牙龈和无牙牙槽嵴其他特指的疾患	K06.801	牙龈化脓性肉芽肿	K06	K06.8	FALSE		diagnosis	Other specified disorders of gingiva and edentulous alveolar ridge	Other disorders of gingiva and edentulous alveolar ridge	Other specified disorders of gingiva and edentulous alveolar ridge	MEDIUM	K06.8	Other specified disorders of gingiva and edentulous alveolar ridge	Other specified disorders of gingiva and edentulous alveolar ridge	Other specified disorders of gingiva and edentulous alveolar ridge	WHO_PARENT_INHERITED	WHO_ICD10
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K06	牙龈和无牙牙槽嵴的其他疾患	K06.8	牙龈和无牙牙槽嵴其他特指的疾患	K06.802	巨细胞性牙龈瘤	K06	K06.8	FALSE		diagnosis	Other specified disorders of gingiva and edentulous alveolar ridge	Other disorders of gingiva and edentulous alveolar ridge	Other specified disorders of gingiva and edentulous alveolar ridge	MEDIUM	K06.8	Other specified disorders of gingiva and edentulous alveolar ridge	Other specified disorders of gingiva and edentulous alveolar ridge	Other specified disorders of gingiva and edentulous alveolar ridge	WHO_PARENT_INHERITED	WHO_ICD10
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K06	牙龈和无牙牙槽嵴的其他疾患	K06.8	牙龈和无牙牙槽嵴其他特指的疾患	K06.803	牙龈瘤	K06	K06.8	FALSE		diagnosis	Other specified disorders of gingiva and edentulous alveolar ridge	Other disorders of gingiva and edentulous alveolar ridge	Other specified disorders of gingiva and edentulous alveolar ridge	MEDIUM	K06.8	Other specified disorders of gingiva and edentulous alveolar ridge	Other specified disorders of gingiva and edentulous alveolar ridge	Other specified disorders of gingiva and edentulous alveolar ridge	WHO_PARENT_INHERITED	WHO_ICD10
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K06	牙龈和无牙牙槽嵴的其他疾患	K06.8	牙龈和无牙牙槽嵴其他特指的疾患	K06.804	牙龈出血	K06	K06.8	FALSE		diagnosis	Other specified disorders of gingiva and edentulous alveolar ridge	Other disorders of gingiva and edentulous alveolar ridge	Other specified disorders of gingiva and edentulous alveolar ridge	MEDIUM	K06.8	Other specified disorders of gingiva and edentulous alveolar ridge	Other specified disorders of gingiva and edentulous alveolar ridge	hemorrhage of gingiva	CLINICAL_TRANSLATION	CLINICAL_TRANSLATION
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K06	牙龈和无牙牙槽嵴的其他疾患	K06.8	牙龈和无牙牙槽嵴其他特指的疾患	K06.805	牙龈瘘管	K06	K06.8	FALSE		diagnosis	Other specified disorders of gingiva and edentulous alveolar ridge	Other disorders of gingiva and edentulous alveolar ridge	Other specified disorders of gingiva and edentulous alveolar ridge	MEDIUM	K06.8	Other specified disorders of gingiva and edentulous alveolar ridge	Other specified disorders of gingiva and edentulous alveolar ridge	fistula of gingiva	CLINICAL_TRANSLATION	CLINICAL_TRANSLATION
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K06	牙龈和无牙牙槽嵴的其他疾患	K06.8	牙龈和无牙牙槽嵴其他特指的疾患	K06.806	牙龈溃疡	K06	K06.8	FALSE		diagnosis	Other specified disorders of gingiva and edentulous alveolar ridge	Other disorders of gingiva and edentulous alveolar ridge	Other specified disorders of gingiva and edentulous alveolar ridge	MEDIUM	K06.8	Other specified disorders of gingiva and edentulous alveolar ridge	Other specified disorders of gingiva and edentulous alveolar ridge	ulcer of gingiva	CLINICAL_TRANSLATION	CLINICAL_TRANSLATION
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K06	牙龈和无牙牙槽嵴的其他疾患	K06.8	牙龈和无牙牙槽嵴其他特指的疾患	K06.807	牙龈息肉	K06	K06.8	FALSE		diagnosis	Other specified disorders of gingiva and edentulous alveolar ridge	Other disorders of gingiva and edentulous alveolar ridge	Other specified disorders of gingiva and edentulous alveolar ridge	MEDIUM	K06.8	Other specified disorders of gingiva and edentulous alveolar ridge	Other specified disorders of gingiva and edentulous alveolar ridge	polyp of gingiva	CLINICAL_TRANSLATION	CLINICAL_TRANSLATION
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K06	牙龈和无牙牙槽嵴的其他疾患	K06.8	牙龈和无牙牙槽嵴其他特指的疾患	K06.808	牙槽嵴松弛	K06	K06.8	FALSE		diagnosis	Other specified disorders of gingiva and edentulous alveolar ridge	Other disorders of gingiva and edentulous alveolar ridge	Other specified disorders of gingiva and edentulous alveolar ridge	MEDIUM	K06.8	Other specified disorders of gingiva and edentulous alveolar ridge	Other specified disorders of gingiva and edentulous alveolar ridge	Other specified disorders of gingiva and edentulous alveolar ridge	WHO_PARENT_INHERITED	WHO_ICD10
